ko_id,gene_name,subcategory,evidence_tier,lambda_original,genus,n_genomes_with_ko,genus_genome_total,presence_fraction,y_transformed
K15725,,,,,uba6894,3,7,0.42857142857142855,0.7137243789447656
K09815,,,,,agathobacter,31,48,0.6458333333333334,0.933382565076914
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,maritalea,1,2,0.5,0.7853981633974484
K19595,gesA,Resistance/Detoxification,Tier 1,0.1610584292276534,jadjyf01,1,2,0.5,0.7853981633974484
K15727,,,,,flavihumibacter,1,2,0.5,0.7853981633974484
K09815,,,,,anoxybacillus,7,26,0.2692307692307692,0.545533844559572
K02230,cobN,Transport/Homeostasis,Tier 2,0.8493536953288198,pirellula_b,1,8,0.125,0.36136712390670783
K02484,,,,,izhakiella,1,4,0.25,0.5235987755982989
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,jafank01,1,4,0.25,0.5235987755982989
K09815,,,,,actinotalea,4,8,0.5,0.7853981633974484
K08225,entS,Transport/Homeostasis,Tier 2,0.4171390725213793,tmed23,2,9,0.2222222222222222,0.49088267828931137
K02068,,,,,cabizh01,1,3,0.3333333333333333,0.6154797086703873
K02077,,,,,agrobacterium,54,225,0.24,0.5119726880494763
K03750,,,,,roseomonas_b,19,29,0.6551724137931034,0.9431760379466283
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,sxon01,1,10,0.1,0.3217505543966422
K09815,,,,,saccharibacillus,4,6,0.6666666666666666,0.9553166181245093
K11607,,,,,rhodopirellula,4,11,0.36363636363636365,0.6472848480156526
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,40cm-68-15,1,4,0.25,0.5235987755982989
K02013,,,,,qhyu01,1,2,0.5,0.7853981633974484
K16264,,,,,methylococcus,1,4,0.25,0.5235987755982989
K09817,,,,,treponema_b,16,30,0.5333333333333333,0.8187562376025609
K02010,,,,,wh-5701,3,5,0.6,0.8860771237926137
K09815,,,,,uba8363,7,12,0.5833333333333334,0.869122203007293
K02075,,,,,corynebacterium,172,546,0.315018315018315,0.5959133669876066
K02008,,,,,phycicoccus,2,6,0.3333333333333333,0.6154797086703873
K11607,,,,,oceaniferula,2,6,0.3333333333333333,0.6154797086703873
K15725,,,,,jahipl01,1,3,0.3333333333333333,0.6154797086703873
K02015,,,,,leucobacter,32,32,0.9999,1.5607961601207307
K00240,,,,,bacteroides,69,213,0.323943661971831,0.6054844720412845
K02013,,,,,alistipes,120,161,0.7453416149068323,1.0418350112229424
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,tepidanaerobacter,5,8,0.625,0.9117382909684877
K02015,,,,,burkholderia,294,418,0.7033492822966507,0.9948168327859561
K02483,,,,,roseomonas_d,8,8,0.9999,1.5607961601207307
K02077,,,,,leptonema,1,2,0.5,0.7853981633974484
K02015,,,,,selenomonas_a,19,20,0.95,1.3452829208967652
K02013,,,,,jafank01,2,4,0.5,0.7853981633974484
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,legionella_c,6,19,0.3157894736842105,0.5967431472175736
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,bradyrhizobium,85,325,0.26153846153846155,0.5368228264594704
K02016,,,,,priestia,37,48,0.7708333333333334,1.0716074494438586
K02015,,,,,mycobacterium,169,728,0.23214285714285715,0.5027214482787817
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,rhodoluna,24,26,0.9230769230769231,1.2897614252920833
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,marinirhabdus,7,9,0.7777777777777778,1.0799136485055854
K05895,,,,,acuticoccus,2,5,0.4,0.684719203002283
K02484,,,,,ureibacillus,3,14,0.21428571428571427,0.4812753739423435
K09816,,,,,enterobacter,41,262,0.15648854961832062,0.40670617592460956
K02483,,,,,anaerobacillus_a,2,5,0.4,0.684719203002283
K11708,troC,Transport/Homeostasis,Tier 1,0.1610462487044206,rhizobium,33,532,0.06203007518796992,0.2517078730738823
K03831,,,,,synechococcus_c,22,33,0.6666666666666666,0.9553166181245093
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,arthrobacter_f,2,6,0.3333333333333333,0.6154797086703873
K15725,,,,,scaelec01,2,2,0.9999,1.5607961601207307
K09815,,,,,pyramidobacter,10,19,0.5263157894736842,0.8117261175282331
K09815,,,,,mediterraneibacter,43,110,0.39090909090909093,0.6754226560515051
K02077,,,,,lentimicrobium,1,17,0.058823529411764705,0.24497866312686414
K02483,,,,,moraxella_a,4,20,0.2,0.4636476090008061
K01534,,,,,monoglobus,2,3,0.6666666666666666,0.9553166181245093
K02010,,,,,jaimjy01,1,2,0.5,0.7853981633974484
K01534,,,,,ornithospirochaeta,15,21,0.7142857142857143,1.0068536854342678
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,blastopirellula,1,2,0.5,0.7853981633974484
K02010,,,,,paenibacillus_g,22,27,0.8148148148148148,1.1259363574569494
K02006,,,,,caldicellulosiruptor,6,6,0.9999,1.5607961601207307
K09815,,,,,dtfz01,1,2,0.5,0.7853981633974484
K19591,,,,,halomonas_e,1,2,0.5,0.7853981633974484
K02010,,,,,meridianimaribacter,1,3,0.3333333333333333,0.6154797086703873
K03795,,,,,cyanobium_a,5,13,0.38461538461538464,0.6689640742684072
K09818,,,,,rgig3091,2,3,0.6666666666666666,0.9553166181245093
K05895,,,,,hgm13222,2,2,0.9999,1.5607961601207307
K02074,,,,,mesorhizobium,99,452,0.21902654867256638,0.48702936085413506
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,caixix01,2,5,0.4,0.684719203002283
K08970,,,,,yokenella,2,8,0.25,0.5235987755982989
K02077,,,,,novacetimonas,4,13,0.3076923076923077,0.5880026035475676
K02008,,,,,anaerobutyricum,12,27,0.4444444444444444,0.7297276562269663
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,citrobacter,51,107,0.4766355140186916,0.7620251659470728
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,uba9959,4,20,0.2,0.4636476090008061
K08365,,,,,lysinibacillus,9,106,0.08490566037735849,0.29567513947302354
K00240,,,,,bradyrhizobium,98,325,0.30153846153846153,0.5813171147177608
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,dorea,3,7,0.42857142857142855,0.7137243789447656
K01534,,,,,bordetella,33,38,0.868421052631579,1.199591861784749
K11606,sitD,Transport/Homeostasis,Tier 1,0.3064857252891996,citrobacter_b,5,16,0.3125,0.5931997761496288
K19975,,,,,glutamicibacter,13,41,0.3170731707317073,0.5981232198344095
K02483,,,,,caldicellulosiruptor,3,6,0.5,0.7853981633974484
K03750,,,,,pseudoduganella,15,20,0.75,1.0471975511965976
K09815,,,,,microbulbifer,8,13,0.6153846153846154,0.9018322525264896
K03750,,,,,13-2-20cm-66-19,22,31,0.7096774193548387,1.0017654305309327
K02190,cbiK,Transport/Homeostasis,Tier 2,0.7861808686665489,caccocola,3,7,0.42857142857142855,0.7137243789447656
K03831,,,,,caitza01,1,5,0.2,0.4636476090008061
K09883,cobT,Transport/Homeostasis,Tier 2,0.846628805205085,jadgda01,1,2,0.5,0.7853981633974484
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,sedimenticola,1,3,0.3333333333333333,0.6154797086703873
K02016,,,,,campylobacter_d,54,86,0.627906976744186,0.914742952734557
K09882,,,,,amycolatopsis,15,74,0.20270270270270271,0.4670174958210789
K02015,,,,,cohaesibacter,4,5,0.8,1.1071487177940904
K02484,,,,,parenemella,1,2,0.5,0.7853981633974484
K09819,,,,,actinosynnema,6,10,0.6,0.8860771237926137
K02010,,,,,spgg2,4,4,0.9999,1.5607961601207307
K02077,,,,,cryobacterium,20,54,0.37037037037037035,0.65427058395952
K03750,,,,,med-g52,20,32,0.625,0.9117382909684877
K02013,,,,,roseomonas_b,8,29,0.27586206896551724,0.552980357273746
K02015,,,,,shewanella,111,185,0.6,0.8860771237926137
K02015,,,,,stutzerimonas,105,162,0.6481481481481481,0.9358044010257588
K19973,,,,,lacticaseibacillus,20,64,0.3125,0.5931997761496288
K07644,cusS,Sensing/Regulation,Tier 1,0.5829791855461725,citrobacter,55,107,0.514018691588785,0.7994186923064691
K09819,,,,,clavibacter,7,48,0.14583333333333334,0.39183102439889883
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,rhodococcus,97,366,0.2650273224043716,0.5407837282746671
K02225,cobC1,Cofactor Biosynthesis,Tier 2,0.8286025046403807,hyphomonas,10,48,0.20833333333333334,0.47398487069144685
K02008,,,,,desulforhopalus,2,5,0.4,0.684719203002283
K02016,,,,,faecivicinus,11,11,0.9999,1.5607961601207307
K07798,,,,,vyeh01,2,2,0.9999,1.5607961601207307
K11603,,,,,actinomyces,25,115,0.21739130434782608,0.485049786929483
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,caitkp01,3,15,0.2,0.4636476090008061
K09883,cobT,Transport/Homeostasis,Tier 2,0.846628805205085,mesorhizobium,83,452,0.1836283185840708,0.4428527397171843
K00380,,,,,salmonella,15,90,0.16666666666666666,0.4205343352839651
K09820,,,,,cag-170,16,48,0.3333333333333333,0.6154797086703873
K03981,,,,,uba3076,2,6,0.3333333333333333,0.6154797086703873
K02015,,,,,dysosmobacter,51,71,0.7183098591549296,1.0113171067451714
K00380,,,,,au392,1,1,0.9999,1.5607961601207307
K19973,,,,,nosocomiicoccus,3,6,0.5,0.7853981633974484
K02015,,,,,atlantibacter,15,20,0.75,1.0471975511965976
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,thiococcus,2,2,0.9999,1.5607961601207307
K02015,,,,,rf16,75,77,0.974025974025974,1.4089257686924501
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,palsa-1447,9,13,0.6923076923076923,0.9827937232473292
K03831,,,,,bin94,7,19,0.3684210526315789,0.6522511548383568
K02015,,,,,kibdelosporangium,2,2,0.9999,1.5607961601207307
K03750,,,,,myxococcus,23,38,0.6052631578947368,0.8914548186370628
K02077,,,,,reyranella,11,23,0.4782608695652174,0.7636521780023905
K05895,,,,,companilactobacillus,2,51,0.0392156862745098,0.19934720770060158
K11709,troD,Transport/Homeostasis,Tier 1,0.2209258229638139,wga-3g,8,12,0.6666666666666666,0.9553166181245093
K15725,,,,,pnkz01,2,2,0.9999,1.5607961601207307
K02074,,,,,kerstersia,1,5,0.2,0.4636476090008061
K02016,,,,,burkholderia,224,418,0.5358851674641149,0.8213142097932888
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,uba12481,1,9,0.1111111111111111,0.3398369094541219
K02015,,,,,stomatobaculum,9,10,0.9,1.2490457723982544
K19594,gesB,Resistance/Detoxification,Tier 1,0.1559578884302989,sphingobium,3,108,0.027777777777777776,0.16744807921968932
K00380,,,,,agrobacterium,20,225,0.08888888888888889,0.3027459516230044
K00240,,,,,brachybacterium,13,40,0.325,0.6066126115746933
K15727,,,,,helicobacter_a,5,14,0.35714285714285715,0.6405223126794245
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,haploplasma,2,4,0.5,0.7853981633974484
K11603,,,,,pauljensenia,29,75,0.38666666666666666,0.6710712125679071
K16783,,,,,anaeromassilibacillus,2,9,0.2222222222222222,0.49088267828931137
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,sulfurospirillum,7,22,0.3181818181818182,0.5993138964172854
K02077,,,,,caioak01,3,6,0.5,0.7853981633974484
K03750,,,,,enterobacter,44,262,0.16793893129770993,0.422238662636081
K07798,,,,,pseudomonas,46,128,0.359375,0.6428499432710751
K15725,,,,,thiomonas,14,20,0.7,0.9911565864311923
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,bifidobacterium,16,213,0.07511737089201878,0.2776282434938488
K02015,,,,,noviherbaspirillum,2,2,0.9999,1.5607961601207307
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,caikvz01,11,16,0.6875,0.9775965506452678
K01534,,,,,roseomonas_d,5,8,0.625,0.9117382909684877
K02015,,,,,methylovirgula,2,2,0.9999,1.5607961601207307
K02075,,,,,prevotella,91,512,0.177734375,0.43519314271884874
K02230,cobN,Transport/Homeostasis,Tier 2,0.8493536953288198,tmed25,7,14,0.5,0.7853981633974484
K03750,,,,,aetokthonos,2,2,0.9999,1.5607961601207307
K09815,,,,,fen-1077,1,2,0.5,0.7853981633974484
K02068,,,,,syntrophorhabdus,1,8,0.125,0.36136712390670783
K09816,,,,,wqxq01,3,4,0.75,1.0471975511965976
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,desemzia,1,2,0.5,0.7853981633974484
K03750,,,,,lentimicrobium,8,17,0.47058823529411764,0.7559694104239078
K02007,cbiM,Transport/Homeostasis,Tier 2,0.5554474595698389,drmv01,1,2,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,acetatifactor,62,62,0.9999,1.5607961601207307
K11604,sitA,Transport/Homeostasis,Tier 1,0.3168208363272951,serratia_b,4,10,0.4,0.684719203002283
K07798,,,,,telluria,18,51,0.35294117647058826,0.6361320628050102
K09817,,,,,thermosulfurimonas_a,1,3,0.3333333333333333,0.6154797086703873
K09815,,,,,rug740,16,17,0.9411764705882353,1.3258176636680323
K02075,,,,,vbdm01,4,10,0.4,0.684719203002283
K09816,,,,,b68-g16,1,2,0.5,0.7853981633974484
K09815,,,,,uba737,21,31,0.6774193548387096,0.966768936013433
K03981,,,,,cg1-02-64-396,1,2,0.5,0.7853981633974484
K09816,,,,,uba4417,6,13,0.46153846153846156,0.7468985930690365
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,uba8199,2,3,0.6666666666666666,0.9553166181245093
K19976,mntB,Transport/Homeostasis,Tier 2,0.3065316853443602,olsenella_i,1,2,0.5,0.7853981633974484
K02010,,,,,melaminivora,1,2,0.5,0.7853981633974484
K00240,,,,,sp4260,4,9,0.4444444444444444,0.7297276562269663
K00240,,,,,ramlibacter,3,7,0.42857142857142855,0.7137243789447656
K03750,,,,,uba3439,14,14,0.9999,1.5607961601207307
K03638,,,,,nosocomiicoccus,2,6,0.3333333333333333,0.6154797086703873
K01534,,,,,cailkp01,2,2,0.9999,1.5607961601207307
K02484,,,,,evtepia,12,25,0.48,0.7653928262204539
K02483,,,,,duodenibacillus,27,27,0.9999,1.5607961601207307
K00380,,,,,polaribacter,11,26,0.4230769230769231,0.7081683641553563
K00240,,,,,mwfe01,1,2,0.5,0.7853981633974484
K19971,,,,,streptococcus,191,439,0.43507972665148065,0.7202940817012898
K09819,,,,,sphaerotilus,3,7,0.42857142857142855,0.7137243789447656
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,exilispira,3,4,0.75,1.0471975511965976
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,sediminibacterium,85,85,0.9999,1.5607961601207307
K02013,,,,,faecousia,103,107,0.9626168224299065,1.376223644944766
K02015,,,,,brachyspira,11,25,0.44,0.7252532222000543
K05895,,,,,pseudomonas_e,414,1788,0.23154362416107382,0.502011472314267
K15725,,,,,fimbriimonas,11,12,0.9166666666666666,1.277953555066321
K02483,,,,,syim01,2,2,0.9999,1.5607961601207307
K02483,,,,,shinella,19,22,0.8636363636363636,1.192568134460711
K02016,,,,,myxococcus,33,38,0.868421052631579,1.199591861784749
K02483,,,,,accumulibacter,53,53,0.9999,1.5607961601207307
K02010,,,,,alcaligenes,28,28,0.9999,1.5607961601207307
K00240,,,,,chromobacterium,14,45,0.3111111111111111,0.5917006428693218
K02015,,,,,thiodiazotropha,14,39,0.358974358974359,0.6424323987868092
